"","county","lat","lon","bachelor_degree","per_capita_income"
"1901","Montgomery, AL",32.2329,-86.2039,33.72,50337
"1902","Montgomery, AR",34.5437,-93.6686,15.05,37039
"1903","Montgomery, GA",32.1518,-82.5334,16.47,37935
"1904","Montgomery, IA",41.0305,-95.1562,19.8,48436
"1905","Montgomery, IL",39.2602,-89.4209,18.11,43358
"1906","Montgomery, IN",40.0431,-86.894,20.78,48866
"1907","Montgomery, KS",37.1913,-95.7428,20.19,43689
"1908","Montgomery, KY",38.0463,-83.92,15.64,42710
"1909","Montgomery, MD",39.1442,-77.2388,59.25,92740
"1910","Montgomery, MO",38.9155,-91.4522,16.36,49923
"1911","Montgomery, MS",33.4834,-89.6459,18.9,41252
"1912","Montgomery, NC",35.3237,-79.8985,16.31,46916
"1913","Montgomery, NY",42.9109,-74.4198,18.66,48821
"1914","Montgomery, OH",39.7534,-84.2913,28.33,54822
"1915","Montgomery, PA",40.2123,-75.3632,49.64,88671
"1916","Montgomery, TN",36.477,-87.37,29.42,48104
"1917","Montgomery, TX",30.3293,-95.5146,34.91,68974
"1918","Montmorency, MI",45.0287,-84.1298,14.76,43331
"1919","Montour, PA",41.0278,-76.6629,32.98,64548
"1920","Montrose, CO",38.4125,-108.2803,24.56,50789
"1921","Moody, SD",44.0178,-96.671,25.29,65719
"1922","Moore, NC",35.2784,-79.4623,38.72,60775
"1923","Moore, TN",35.2676,-86.3609,19.37,48015
"1924","Moore, TX",35.8374,-101.8929,14.24,56634
"1925","Mora, NM",36.0086,-104.9416,17.58,51939
"1926","Morgan, AL",34.4947,-86.834,21.3,47479
"1927","Morgan, CO",40.2687,-103.8108,17.26,52069
"1928","Morgan, GA",33.6264,-83.5086,24.18,57857
"1929","Morgan, IL",39.7065,-90.1763,19.95,49678
"1930","Morgan, IN",39.4884,-86.4692,18.62,51539
"1931","Morgan, KY",37.9136,-83.2228,14.96,33208
"1932","Morgan, MO",38.4384,-92.852,12.64,47637
"1933","Morgan, OH",39.6104,-81.811,10.45,43249
"1934","Morgan, TN",36.1431,-84.6653,11.38,39005
"1935","Morgan, UT",41.0775,-111.6511,38.39,63256
"1936","Morgan, WV",39.5438,-78.2986,18.6,44779
"1937","Morrill, NE",41.7195,-103.0045,22.1,65524
"1938","Morris, KS",38.6985,-96.6403,26.45,52926
"1939","Morris, NJ",40.8677,-74.5721,55.26,107767
"1940","Morris, TX",33.1234,-94.7341,14.12,47226
"1941","Morrison, MN",46.0635,-94.2293,17.29,50229
"1942","Morrow, OH",40.5346,-82.8006,14.72,49162
"1943","Morrow, OR",45.4638,-119.5752,9.08,51670
"1944","Morton, KS",37.1923,-101.7989,16.31,58423
"1945","Morton, ND",46.635,-101.1905,27.32,58630
"1946","Motley, TX",34.0728,-100.7798,16.75,41754
"1947","Moultrie, IL",39.6126,-88.6408,20.52,76100
"1948","Mountrail, ND",48.1518,-102.3751,21.45,72419
"1949","Mower, MN",43.6783,-92.7495,22.56,55320
"1950","Muhlenberg, KY",37.2285,-87.1373,13.08,40634
"1951","Multnomah, OR",45.5805,-122.6646,46.52,70331
"1952","Murray, GA",34.786,-84.7429,10.61,37264
"1953","Murray, MN",44.0223,-95.7634,20.77,63623
"1954","Murray, OK",34.4847,-97.1165,18.53,48831
"1955","Muscatine, IA",41.47,-91.0769,21.83,53861
"1956","Muscogee, GA",32.4916,-84.8638,27.49,49091
"1957","Muskegon, MI",43.2957,-86.2106,19.74,46701
"1958","Muskingum, OH",39.9623,-81.9624,17.47,49160
"1959","Muskogee, OK",35.5593,-95.4202,19.78,43699
"1960","Musselshell, MT",46.4464,-108.3212,17.65,49553
"1961","Nacogdoches, TX",31.5347,-94.5952,24.44,46246
"1962","Nance, NE",41.3988,-97.9976,18.35,55096
"1963","Nantucket, MA",41.3157,-70.0042,47.5,101902
"1964","Napa, CA",38.5106,-122.3262,37.2,90608
"1965","Nash, NC",35.9636,-77.977,21.18,50714
"1966","Nassau, FL",30.5521,-81.8734,30.48,70010
"1967","Nassau, NY",40.7554,-73.573,46.74,99597
"1968","Natrona, WY",42.9727,-106.7878,23.52,70175
"1969","Navajo, AZ",35.3134,-110.2972,16.11,41680
"1970","Navarro, TX",32.0628,-96.4755,16.98,45616
"1971","Nelson, KY",37.7582,-85.5289,19.31,51367
"1972","Nelson, ND",47.9367,-98.2038,26.16,70971
"1973","Nelson, VA",37.7921,-78.9043,30.88,63085
"1974","Nemaha, KS",39.7853,-96.0142,26.87,60858
"1975","Nemaha, NE",40.4105,-95.863,28.04,56823
"1976","Neosho, KS",37.5657,-95.3067,20,47902
"1977","Neshoba, MS",32.7549,-89.1169,13.64,43915
"1978","Ness, KS",38.4805,-99.9165,21.85,66087
"1979","Nevada, AR",33.7056,-93.2912,11.88,39041
"1980","Nevada, CA",39.2666,-121.01,37.57,68973
"1981","New Castle, DE",39.5657,-75.6751,36.66,63189
"1982","New Hanover, NC",34.159,-77.8974,42.23,57693
"1983","New Haven, CT",41.4087,-72.9095,35.98,64643
"1984","New Kent, VA",37.5016,-76.9992,32.07,90086
"1985","New London, CT",41.4966,-71.9364,34.38,63877
"1986","New Madrid, MO",36.6039,-89.6708,12.01,49093
"1987","New York, NY",40.7882,-73.9605,62.18,195543
"1988","Newaygo, MI",43.5559,-85.8011,17.18,44597
"1989","Newberry, SC",34.3026,-81.6234,19.16,46917
"1990","Newport, RI",41.5658,-71.1692,49.72,84054
"1991","Newton, AR",35.9251,-93.2148,15.87,38629
"1992","Newton, GA",33.5555,-83.8413,20.86,42056
"1993","Newton, IN",40.9788,-87.4012,11.94,51905
"1994","Newton, MO",36.9,-94.3411,21.62,45190
"1995","Newton, MS",32.4054,-89.1188,16.52,41367
"1996","Newton, TX",30.7161,-93.745,8.8,43123
"1997","Nez Perce, ID",46.2443,-116.8216,24.11,50993
"1998","Niagara, NY",43.1973,-78.7555,25.61,53137
"1999","Nicholas, KY",38.3265,-83.9972,8.91,41414
"2000","Nicholas, WV",38.3154,-80.8243,17.75,40915
"2001","Nicollet, MN",44.3061,-94.2046,34.39,56992
"2002","Niobrara, WY",43.0474,-104.4755,17.2,53797
"2003","Noble, IN",41.402,-85.4233,15.42,48060
"2004","Noble, OH",39.7635,-81.5073,11.04,32713
"2005","Noble, OK",36.3869,-97.2468,21.83,51172
"2006","Nobles, MN",43.6789,-95.7531,16.28,54479
"2007","Nodaway, MO",40.3528,-94.8889,27.36,39258
"2008","Nolan, TX",32.3092,-100.4063,15.06,52629
"2009","Nome Census Area, AK",64.8563,-163.8418,16.96,58882
"2010","Norfolk, MA",42.1571,-71.1978,54.56,104059
"2011","Norman, MN",47.3253,-96.4513,21.41,56502
"2012","North Slope Borough, AK",69.7626,-152.3077,15.13,73320
"2013","Northampton, NC",36.3559,-77.3693,15.11,46742
"2014","Northampton, PA",40.7524,-75.3992,31.84,63256
"2015","Northampton, VA",37.336,-75.9575,26.15,63928
"2016","Northumberland, PA",40.8903,-76.6908,17.86,49525
"2017","Northumberland, VA",37.8565,-76.4533,32.61,63005
"2018","Northwest Arctic Borough, AK",66.9104,-157.9177,15.03,52915
"2019","Norton, KS",39.7845,-99.9037,19.48,51714
"2020","Nottoway, VA",37.1384,-78.0695,15.52,42851
"2021","Nowata, OK",36.7972,-95.6211,13.5,46337
"2022","Noxubee, MS",33.1131,-88.5698,11.94,44360
"2023","Nuckolls, NE",40.1769,-98.0472,23.5,68062
"2024","Nueces, TX",27.7778,-97.6629,21.68,52852
"2025","Nye, NV",37.5883,-116.5304,12.39,42796
"2026","O'Brien, IA",43.0766,-95.6242,21.79,61882
"2027","Oakland, MI",42.6613,-83.387,47.96,80962
"2028","Obion, TN",36.3627,-89.1733,15.49,48493
"2029","Ocean, NJ",39.8409,-74.2864,31.35,60823
"2030","Oceana, MI",43.6446,-86.2899,19.65,46015
"2031","Ochiltree, TX",36.2819,-100.8158,16.69,64247
"2032","Oconee, GA",33.832,-83.416,50.56,76403
"2033","Oconee, SC",34.7647,-83.1063,27.36,52336
"2034","Oconto, WI",45.0268,-88.3037,17.02,53114
"2035","Ogemaw, MI",44.3354,-84.1265,12.3,42781
"2036","Oglala Lakota, SD",43.3559,-102.5556,11.06,34333
"2037","Ogle, IL",42.046,-89.3137,21.76,53050
"2038","Oglethorpe, GA",33.8688,-83.0903,19.58,43517
"2039","Ohio, IN",38.9655,-84.9412,14.41,51321
"2040","Ohio, KY",37.4755,-86.8745,13,41201
"2041","Ohio, WV",40.1011,-80.6141,31.58,61486
"2042","Okaloosa, FL",30.6992,-86.5921,32.17,59384
"2043","Okanogan, WA",48.4732,-119.7409,20.23,50517
"2044","Okeechobee, FL",27.3016,-80.8409,14.32,39747
"2045","Okfuskee, OK",35.4649,-96.2645,11.38,37839
"2046","Oklahoma, OK",35.553,-97.4075,33.09,63151
"2047","Okmulgee, OK",35.6142,-95.9529,14.16,41808
"2048","Oktibbeha, MS",33.4203,-88.8794,42.87,38463
"2049","Oldham, KY",38.4048,-85.4772,43.03,73110
"2050","Oldham, TX",35.4003,-102.6039,26.81,72126
"2051","Oliver, ND",47.1388,-101.3546,19.64,63441
"2052","Olmsted, MN",44.0156,-92.3784,46.69,65959
"2053","Oneida, ID",42.2508,-112.5436,22.19,44887
"2054","Oneida, NY",43.2406,-75.4975,26.64,53172
"2055","Oneida, WI",45.6879,-89.5447,26.34,55861
"2056","Onondaga, NY",43.0228,-76.2029,36.14,60992
"2057","Onslow, NC",34.7213,-77.2486,23.58,50869
"2058","Ontario, NY",42.808,-77.2821,35.81,62051
"2059","Ontonagon, MI",46.6939,-89.364,15.25,47563
"2060","Orange, CA",33.6664,-117.7196,41.25,81034
"2061","Orange, FL",28.5666,-81.2951,35.41,54979
"2062","Orange, IN",38.5438,-86.4952,12.93,43422
"2063","Orange, NC",36.0541,-79.1222,60.85,74994
"2064","Orange, NY",41.3876,-74.3315,30.78,58883
"2065","Orange, TX",30.1075,-93.8955,15.99,48912
"2066","Orange, VA",38.2553,-77.9908,25.71,57849
"2067","Orange, VT",43.9959,-72.4402,31.95,55573
"2068","Orangeburg, SC",33.4424,-80.8092,19.48,42376
"2069","Oregon, MO",36.6933,-91.3993,14.89,42966
"2070","Orleans, NY",43.2522,-78.2296,16.31,46322
"2071","Orleans, VT",44.7761,-72.2585,24.2,51960
"2072","Osage, KS",38.6542,-95.7293,19.45,50353
"2073","Osage, MO",38.4977,-91.8255,20.44,52701
"2074","Osage, OK",36.5814,-96.4481,19.33,42015
"2075","Osborne, KS",39.3506,-98.7681,21.03,55815
"2076","Osceola, FL",27.9963,-81.1262,23.2,43354
"2077","Osceola, IA",43.3805,-95.624,15.01,55063
"2078","Osceola, MI",43.989,-85.3253,15.01,45167
"2079","Oscoda, MI",44.6802,-84.1299,12.01,39929
"2080","Oswego, NY",43.4316,-76.2142,20.08,48574
"2081","Otero, CO",37.9522,-103.7289,20.55,42752
"2082","Otero, NM",32.6969,-105.8645,18.87,41657
"2083","Otoe, NE",40.6542,-96.1234,25.4,63569
"2084","Otsego, MI",45.0285,-84.6094,25.57,49320
"2085","Otsego, NY",42.6115,-74.9894,33.37,53431
"2086","Ottawa, KS",39.134,-97.6509,23.93,50373
"2087","Ottawa, MI",42.9875,-86.0057,35.08,56076
"2088","Ottawa, OH",41.5403,-83.2077,23.92,61102
"2089","Ottawa, OK",36.8405,-94.8089,15.26,45484
"2090","Otter Tail, MN",46.411,-95.718,25.9,55698
"2091","Ouachita, AR",33.5896,-92.9107,13.45,46428
"2092","Ouray, CO",38.1129,-107.7265,49.07,76727
"2093","Outagamie, WI",44.419,-88.4637,30.02,58622
"2094","Overton, TN",36.3423,-85.3089,12.51,40959
"2095","Owen, IN",39.3203,-86.8697,14.67,48681
"2096","Owen, KY",38.5319,-84.8467,16.31,39661
"2097","Owsley, KY",37.399,-83.6845,14.48,45731
"2098","Owyhee, ID",42.8412,-116.2403,12.51,43713
"2099","Oxford, ME",44.5715,-70.6599,20.63,45332
"2100","Ozark, MO",36.6527,-92.4424,11.7,38401
"2101","Ozaukee, WI",43.3679,-87.9585,49.64,92719
"2102","Pacific, WA",46.5179,-123.6271,20.26,46597
"2103","Page, IA",40.7362,-95.1569,20.3,52069
"2104","Page, VA",38.6265,-78.4806,14.32,47157
"2105","Palm Beach, FL",26.6457,-80.4653,37.11,100627
"2106","Palo Alto, IA",43.0818,-94.6781,24.78,56973
"2107","Palo Pinto, TX",32.7706,-98.3186,18.08,52042
"2108","Pamlico, NC",35.1476,-76.8618,21.53,53355
"2109","Panola, MS",34.3561,-89.9593,16.33,42074
"2110","Panola, TX",32.1837,-94.3114,15.56,53292
"2111","Park, CO",39.1322,-105.7895,32.56,57127
"2112","Park, MT",45.597,-110.5064,32.06,59558
"2113","Park, WY",44.4063,-109.4153,34.87,65944
"2114","Parke, IN",39.7787,-87.1924,12.47,48252
"2115","Parker, TX",32.7816,-97.8046,26.7,65358
"2116","Parmer, TX",34.5279,-102.7843,15.09,63512
"2117","Pasco, FL",28.3248,-82.3938,24.63,50479
"2118","Pasquotank, NC",36.3172,-76.3078,23.3,47034
"2119","Passaic, NJ",41.0117,-74.308,29.53,59559
"2120","Patrick, VA",36.7075,-80.274,14.91,39564
"2121","Paulding, GA",33.9259,-84.8869,23.89,47381
"2122","Paulding, OH",41.1216,-84.5727,15.91,48972
"2123","Pawnee, KS",38.1817,-99.2412,18.96,48441
"2124","Pawnee, NE",40.1345,-96.237,15.59,58774
"2125","Pawnee, OK",36.3612,-96.7798,17.65,43859
"2126","Payette, ID",43.9728,-116.8348,16.38,45796
"2127","Payne, OK",36.0922,-96.9882,37.83,43952
"2128","Peach, GA",32.5654,-83.8325,22.01,43641
"2129","Pearl River, MS",30.7369,-89.5804,14.64,43214
"2130","Pecos, TX",30.7143,-102.6595,11.55,43661
"2131","Pembina, ND",48.7706,-97.5505,21.51,75974
"2132","Pemiscot, MO",36.2112,-89.8163,11.99,46840
"2133","Pend Oreille, WA",48.5392,-117.2681,21.07,51623
"2134","Pender, NC",34.5169,-77.9241,28.97,48665
"2135","Pendleton, KY",38.6954,-84.3654,14.17,51933
"2136","Pendleton, WV",38.6854,-79.3411,17.93,50144
"2137","Pennington, MN",48.0653,-96.0466,19.75,65416
"2138","Pennington, SD",44.0997,-103.0311,31.69,64035
"2139","Penobscot, ME",45.5258,-68.4345,28.58,50480
"2140","Peoria, IL",40.7421,-89.7691,31.1,57439
"2141","Pepin, WI",44.5458,-92.0873,20.05,57620
"2142","Perkins, NE",40.8495,-101.6496,26.53,87847
"2143","Perkins, SD",45.4847,-102.4752,20.81,50692
"2144","Perquimans, NC",36.2279,-76.4477,19.56,51577
"2145","Perry, AL",32.5916,-87.2881,17.82,40414
"2146","Perry, AR",34.9429,-92.881,17.82,43793
"2147","Perry, IL",38.0848,-89.356,11.64,43777
"2148","Perry, IN",38.0538,-86.6108,15.99,42358
"2149","Perry, KY",37.2181,-83.1793,14.35,44108
"2150","Perry, MO",37.7345,-89.8308,19.12,48474
"2151","Perry, MS",31.1715,-88.9932,10.19,40243
"2152","Perry, OH",39.741,-82.2228,13.04,46028
"2153","Perry, PA",40.407,-77.2688,18.45,53700
"2154","Perry, TN",35.6326,-87.8588,8.65,38404
"2155","Pershing, NV",40.481,-118.3302,10.31,39688
"2156","Person, NC",36.3907,-78.9725,15.71,46879
"2157","Petroleum, MT",47.175,-108.3333,26.48,31503
"2158","Pettis, MO",38.7213,-93.2813,18.47,43693
"2159","Phelps, MO",37.8779,-91.7751,29.92,44205
"2160","Phelps, NE",40.5215,-99.4118,25.57,63430
"2161","Philadelphia, PA",40.0048,-75.1385,31.23,60869
"2162","Phillips, AR",34.3824,-90.8232,15.49,45497
"2163","Phillips, CO",40.5979,-102.3585,25.46,50382
"2164","Phillips, KS",39.7853,-99.3468,23.19,64720
"2165","Phillips, MT",48.229,-107.8905,18.16,44926
"2166","Piatt, IL",40.0383,-88.6044,29.82,63905
"2167","Pickaway, OH",39.6422,-83.0458,18.63,49425
"2168","Pickens, AL",33.2663,-88.0727,14.42,43039
"2169","Pickens, GA",34.4696,-84.4869,22.67,55398
"2170","Pickens, SC",34.8536,-82.6924,26.8,43842
"2171","Pickett, TN",36.5158,-85.1514,13.52,45308
"2172","Pierce, GA",31.3665,-82.2213,13.36,41882
"2173","Pierce, ND",48.2004,-100.0425,27.89,66733
"2174","Pierce, NE",42.2696,-97.6014,24.47,68647
"2175","Pierce, WA",47.0256,-122.0375,27.69,61580
"2176","Pierce, WI",44.7034,-92.4259,29.88,54429
"2177","Pike, AL",31.8394,-85.9279,29.63,44659
"2178","Pike, AR",34.1469,-93.6329,18.31,40806
"2179","Pike, GA",33.0887,-84.3827,19.45,48643
"2180","Pike, IL",39.6204,-90.9168,15.56,54377
"2181","Pike, IN",38.3898,-87.2403,15.47,47977
"2182","Pike, KY",37.471,-82.3248,13.91,42691
"2183","Pike, MO",39.3683,-91.1708,15,42546
"2184","Pike, MS",31.175,-90.4044,16.03,37461
"2185","Pike, OH",39.0768,-83.088,14.21,46730
"2186","Pike, PA",41.3416,-75.0513,27.06,56008
"2187","Pima, AZ",31.9681,-111.7806,33.63,52942
"2188","Pinal, AZ",32.9849,-111.4931,20.9,43793
"2189","Pine, MN",46.0796,-92.6745,15.29,45538
"2190","Pinellas, FL",27.9341,-82.7715,32.49,65936
"2191","Pipestone, MN",44.0241,-96.2588,19.31,61106
"2192","Piscataquis, ME",45.798,-69.2708,18.71,48987
"2193","Pitkin, CO",39.1721,-106.9304,61.17,198939
"2194","Pitt, NC",35.5808,-77.3685,32.09,53200
"2195","Pittsburg, OK",34.9475,-95.7985,18.31,42102
"2196","Piute, UT",38.3283,-112.093,21.61,49233
"2197","Placer, CA",39.0148,-120.7424,40.77,76849
"2198","Platte, MO",39.3441,-94.7555,43,63771
"2199","Platte, NE",41.5439,-97.5414,23.38,56149
"2200","Platte, WY",42.1314,-104.9676,19.34,53368
"2201","Pleasants, WV",39.3727,-81.1556,10.66,49077
"2202","Plumas, CA",40.0231,-120.8054,24.52,57193
"2203","Plymouth, IA",42.7356,-96.2455,22.27,63214
"2204","Plymouth, MA",41.9678,-70.8615,38.12,79817
"2205","Pocahontas, IA",42.7329,-94.6786,15.95,57640
"2206","Pocahontas, WV",38.3891,-79.9839,13.61,50236
"2207","Poinsett, AR",35.5727,-90.6628,11.53,41551
"2208","Polk, AR",34.4578,-94.1985,15.3,38178
"2209","Polk, FL",28.0031,-81.7384,20.59,43556
"2210","Polk, GA",33.9981,-85.1824,12.74,39578
"2211","Polk, IA",41.6673,-93.5815,37.57,60799
"2212","Polk, MN",47.8374,-96.6696,27.27,58682
"2213","Polk, MO",37.623,-93.3955,20.57,41119
"2214","Polk, NC",35.2971,-82.1763,32.69,59482
"2215","Polk, NE",41.222,-97.5724,19.23,65364
"2216","Polk, OR",44.8981,-123.4282,30.51,49781
"2217","Polk, TN",35.1357,-84.511,12.63,39180
"2218","Polk, TX",30.8186,-94.897,14.31,47994
"2219","Polk, WI",45.4696,-92.4193,22.61,52885
"2220","Pondera, MT",48.2343,-112.4465,24.23,52704
"2221","Pontotoc, MS",34.2247,-89.0355,18.23,41866
"2222","Pontotoc, OK",34.7367,-96.6696,28.82,51619
"2223","Pope, AR",35.4305,-93.0741,24.59,40937
"2224","Pope, IL",37.3341,-88.5987,16.54,39435
"2225","Pope, MN",45.5997,-95.4491,22.33,60173
"2226","Portage, OH",41.1683,-81.1975,29.87,51995
"2227","Portage, WI",44.4745,-89.475,33.43,53435
"2228","Porter, IN",41.4674,-87.0746,28.64,61250
"2229","Posey, IN",38.0025,-87.8613,23.01,59105
"2230","Pottawatomie, KS",39.3466,-96.3539,34.44,59324
"2231","Pottawatomie, OK",35.1821,-96.9595,19.4,46730
"2232","Pottawattamie, IA",41.3347,-95.5518,21.9,51370
"2233","Potter, PA",41.7403,-77.9042,15.27,51432
"2234","Potter, SD",45.0726,-99.9482,23.47,87031
"2235","Potter, TX",35.3994,-101.8943,15.38,55764
"2236","Powder River, MT",45.3947,-105.6109,23.68,39838
"2237","Powell, KY",37.8252,-83.7968,17.59,37993
"2238","Powell, MT",46.9379,-113.0493,17.69,50932
"2239","Power, ID",42.7221,-112.8182,15.7,43031
"2240","Poweshiek, IA",41.6853,-92.5332,28.06,53996
"2241","Powhatan, VA",37.5527,-77.8872,30.58,67031
"2242","Prairie, AR",34.7916,-91.5346,15.25,43835
"2243","Prairie, MT",46.8682,-105.5572,27.6,49204
"2244","Pratt, KS",37.6507,-98.74,29.49,58092
"2245","Preble, OH",39.7357,-84.648,18.24,48600
"2246","Prentiss, MS",34.6107,-88.5242,14.03,37701
"2247","Presidio, TX",29.9461,-104.2391,19.48,61776
"2248","Presque Isle, MI",45.4127,-84.0168,18.79,47138
"2249","Preston, WV",39.4556,-79.6899,16.22,42091
"2250","Price, WI",45.6691,-90.3605,16.86,51148
"2251","Prince Edward, VA",37.2386,-78.4589,25.45,38883
"2252","Prince George's, MD",38.8356,-76.8411,34.39,54916
"2253","Prince of Wales-Hyder Census Area, AK",55.5326,-132.8294,17.21,53266
"2254","Providence, RI",41.8677,-71.5657,30.32,56429
"2255","Prowers, CO",37.9638,-102.3926,18.63,46073
"2256","Pueblo, CO",38.1295,-104.5533,22.91,46927
"2257","Pulaski, AR",34.7548,-92.3139,35.18,58583
"2258","Pulaski, GA",32.2541,-83.4876,13.1,40100
"2259","Pulaski, IL",37.2017,-89.1515,11.72,48561
"2260","Pulaski, IN",41.041,-86.6992,12.88,54133
"2261","Pulaski, KY",37.1116,-84.5965,16.81,46607
"2262","Pulaski, MO",37.8222,-92.2172,27.75,44759
"2263","Pulaski, VA",37.0622,-80.7281,19.72,47174
"2264","Pushmataha, OK",34.4191,-95.413,14.66,39442
"2265","Putnam, FL",29.6056,-81.8327,13.55,40376
"2266","Putnam, GA",33.3256,-83.3438,23.49,53019
"2267","Putnam, IL",41.2193,-89.3147,19.19,74073
"2268","Putnam, IN",39.6666,-86.8498,16.88,45681
"2269","Putnam, MO",40.4661,-93.0345,20.4,41629
"2270","Putnam, NY",41.4237,-73.7555,40.89,78754
"2271","Putnam, OH",41.0154,-84.1114,23.22,57868
"2272","Putnam, TN",36.1421,-85.458,26.42,47536
"2273","Putnam, WV",38.4762,-81.891,26.31,53536
"2274","Quay, NM",35.1756,-103.5469,15.39,44798
"2275","Queen Anne's, MD",39.0575,-75.9714,36.49,75811
"2276","Queens, NY",40.7043,-73.8196,33.47,58646
"2277","Quitman, GA",31.8817,-85.0187,11.46,38398
"2278","Quitman, MS",34.2959,-90.2919,11.15,41682
"2279","Rabun, GA",34.8585,-83.4531,28.39,50488
"2280","Racine, WI",42.7271,-88.0428,25.78,56884
"2281","Rains, TX",32.8458,-95.8013,15.3,41563
"2282","Raleigh, WV",37.7493,-81.1743,19.87,47265
"2283","Ralls, MO",39.5072,-91.5365,15.37,47714
"2284","Ramsey, MN",45.0067,-93.0961,43,62594
"2285","Ramsey, ND",48.2281,-98.7462,26.32,59490
"2286","Randall, TX",34.9643,-101.8967,30.93,56381
"2287","Randolph, AL",33.3006,-85.4599,17.1,41750
"2288","Randolph, AR",36.3067,-91.005,13.79,39491
"2289","Randolph, GA",31.7744,-84.7808,12.28,43049
"2290","Randolph, IL",38.0133,-89.8253,12.93,46251
"2291","Randolph, IN",40.1599,-85.0115,16.38,49116
"2292","Randolph, MO",39.4287,-92.5051,17.94,46164
"2293","Randolph, NC",35.7161,-79.8027,16.12,45777
"2294","Randolph, WV",38.7548,-79.8266,15.73,45453
"2295","Rankin, MS",32.3185,-89.9417,30.25,51235
"2296","Ransom, ND",46.4568,-97.6572,20.51,64827
"2297","Rappahannock, VA",38.6922,-78.1291,34.11,76181
"2298","Ravalli, MT",46.0635,-114.1304,28.39,56321
"2299","Rawlins, KS",39.7927,-101.0755,21.66,80389
"2300","Ray, MO",39.3318,-93.9855,14.15,48843
"2301","Reagan, TX",31.3693,-101.523,11.66,61077
"2302","Real, TX",29.853,-99.8126,16.78,55449
"2303","Red Lake, MN",47.8625,-96.0957,17.03,65147
"2304","Red River, TX",33.6418,-95.0283,15.67,53818
"2305","Red Willow, NE",40.1821,-100.4778,23.21,53974
"2306","Redwood, MN",44.4497,-95.2299,19.15,63700
"2307","Reeves, TX",31.3853,-103.6537,10.55,52811
"2308","Refugio, TX",28.3093,-97.1471,11.07,54475
"2309","Reno, KS",37.9486,-98.0871,19.96,47918
"2310","Rensselaer, NY",42.713,-73.4898,33.9,58126
"2311","Renville, MN",44.6747,-94.9703,15.05,61406
"2312","Renville, ND",48.7301,-101.7591,22.57,78282
"2313","Republic, KS",39.8302,-97.6509,28.19,49342
"2314","Reynolds, MO",37.3418,-90.9633,15.44,43066
"2315","Rhea, TN",35.6177,-84.9146,16.61,42174
"2316","Rice, KS",38.3404,-98.2024,21.77,47894
"2317","Rice, MN",44.3629,-93.2822,28.5,51545
"2318","Rich, UT",41.5725,-111.2382,22.05,43280
"2319","Richardson, NE",40.1309,-95.7153,18.78,60001
"2320","Richland, IL",38.7098,-88.0966,20.96,49491
"2321","Richland, MT",47.7521,-104.6391,18.51,61645
"2322","Richland, ND",46.2843,-96.9388,22.22,59919
"2323","Richland, OH",40.774,-82.5525,17.78,46366
"2324","Richland, SC",34.0064,-80.8509,39.14,52980
"2325","Richland, WI",43.3664,-90.4289,19.73,50749
"2326","Richmond, GA",33.3856,-82.0915,22.49,43429
"2327","Richmond, NC",34.9947,-79.7277,17.8,44562
"2328","Richmond, NY",40.5726,-74.1446,34.7,65113
"2329","Richmond, VA",37.9603,-76.7345,18.06,44749
"2330","Riley, KS",39.3056,-96.8015,47.22,47764
"2331","Ringgold, IA",40.7361,-94.2434,19.61,57317
"2332","Rio Arriba, NM",36.4672,-106.7823,18.46,42467
"2333","Rio Blanco, CO",39.9282,-108.1848,24.79,54745
"2334","Rio Grande, CO",37.6147,-106.3753,25.95,57350
"2335","Ripley, IN",39.112,-85.2718,19.59,49158
"2336","Ripley, MO",36.663,-90.8575,10.8,45666
"2337","Ritchie, WV",39.199,-81.0842,11.83,52040
"2338","Riverside, CA",33.754,-116.0203,23.25,51180
"2339","Roane, TN",35.8471,-84.5457,19.09,49972
"2340","Roane, WV",38.7316,-81.3516,12.98,39963
"2341","Roberts, SD",45.6165,-97.0395,16.54,50205
"2342","Roberts, TX",35.8244,-100.8135,23.94,56868
"2343","Robertson, KY",38.5144,-84.0653,13.82,41155
"2344","Robertson, TN",36.5003,-86.8818,20.4,51097
"2345","Robertson, TX",31.0267,-96.5129,18.42,52894
"2346","Robeson, NC",34.6272,-79.1436,14.04,41780
"2347","Rock Island, IL",41.5548,-90.3036,23.8,51429
"2348","Rock, MN",43.6746,-96.2532,23.8,57744
"2349","Rock, NE",42.4494,-99.4604,29.68,80527
"2350","Rock, WI",42.6692,-89.072,23.52,52787
"2351","Rockcastle, KY",37.3462,-84.3152,12.87,41290
"2352","Rockdale, GA",33.6557,-84.012,27.21,43042
"2353","Rockingham, NC",36.3943,-79.7777,15.22,45049
"2354","Rockingham, NH",43.0068,-71.068,41.86,88303
"2355","Rockland, NY",41.1589,-74.0653,41.87,69173
"2356","Rockwall, TX",32.8972,-96.4077,42.85,70833
"2357","Roger Mills, OK",35.7257,-99.6885,17.87,50590
"2358","Rogers, OK",36.3402,-95.6238,24.34,52142
"2359","Rolette, ND",48.7669,-99.8544,18.97,52939
"2360","Rooks, KS",39.3436,-99.3251,24.28,49795
"2361","Roosevelt, MT",48.2809,-104.9255,18.7,43207
"2362","Roosevelt, NM",34.0899,-103.4948,21.87,45456
"2363","Roscommon, MI",44.3421,-84.612,16.26,44518
"2364","Roseau, MN",48.7711,-95.7474,19.03,60337
"2365","Rosebud, MT",46.0242,-106.5653,17.82,53461
