"","county","FIPS","state","bachelor_degree","per_capita_income"
"1731","Marion, TN",47115,"TN",12.48,46559
"1732","Marion, TX",48315,"TX",16.68,47582
"1733","Marion, WV",54049,"WV",23.07,48343
"1734","Mariposa, CA",6043,"CA",26.91,61343
"1735","Marlboro, SC",45069,"SC",7.68,37933
"1736","Marquette, MI",26103,"MI",33.95,47870
"1737","Marquette, WI",55077,"WI",14.18,47885
"1738","Marshall, AL",1095,"AL",20.67,44416
"1739","Marshall, IA",19127,"IA",20.81,50776
"1740","Marshall, IL",17123,"IL",18.19,54239
"1741","Marshall, IN",18099,"IN",19.73,51474
"1742","Marshall, KS",20117,"KS",19.19,50995
"1743","Marshall, KY",21157,"KY",20.78,48292
"1744","Marshall, MN",27089,"MN",18.49,68963
"1745","Marshall, MS",28093,"MS",13.88,43724
"1746","Marshall, OK",40095,"OK",15.15,43325
"1747","Marshall, SD",46091,"SD",25.82,72571
"1748","Marshall, TN",47117,"TN",16.23,47446
"1749","Marshall, WV",54051,"WV",18.58,47456
"1750","Martin, FL",12085,"FL",33.49,102273
"1751","Martin, IN",18101,"IN",12.64,49082
"1752","Martin, KY",21159,"KY",10.72,35932
"1753","Martin, MN",27091,"MN",21.7,61216
"1754","Martin, NC",37117,"NC",15.11,43176
"1755","Martin, TX",48317,"TX",19.39,84121
"1756","Mason, IL",17125,"IL",16.52,53655
"1757","Mason, KY",21161,"KY",21.36,47927
"1758","Mason, MI",26105,"MI",22.03,48733
"1759","Mason, TX",48319,"TX",35.05,57094
"1760","Mason, WA",53045,"WA",18.13,52410
"1761","Mason, WV",54053,"WV",17.03,42126
"1762","Massac, IL",17127,"IL",13.75,46618
"1763","Matagorda, TX",48321,"TX",19.53,50775
"1764","Matanuska-Susitna Borough, AK",2170,"AK",21.9,54207
"1765","Mathews, VA",51115,"VA",29.06,66906
"1766","Maury, TN",47119,"TN",23.97,52041
"1767","Maverick, TX",48323,"TX",15.66,38448
"1768","Mayes, OK",40097,"OK",14.54,44615
"1769","McClain, OK",40087,"OK",25.37,53330
"1770","McCone, MT",30055,"MT",15.94,46848
"1771","McCook, SD",46087,"SD",24.59,67402
"1772","McCormick, SC",45065,"SC",20.97,44391
"1773","McCracken, KY",21145,"KY",25.59,56089
"1774","McCreary, KY",21147,"KY",8.5,35811
"1775","McCulloch, TX",48307,"TX",17.67,45744
"1776","McCurtain, OK",40089,"OK",14.43,42574
"1777","McDonald, MO",29119,"MO",11.44,35275
"1778","McDonough, IL",17109,"IL",32.38,48261
"1779","McDowell, NC",37111,"NC",18.39,42960
"1780","McDowell, WV",54047,"WV",6.84,34141
"1781","McDuffie, GA",13189,"GA",15.02,43362
"1782","McHenry, IL",17111,"IL",35.23,64119
"1783","McHenry, ND",38049,"ND",20.41,72140
"1784","McIntosh, GA",13191,"GA",17.45,47287
"1785","McIntosh, ND",38051,"ND",14.88,80675
"1786","McIntosh, OK",40091,"OK",13.14,42241
"1787","McKean, PA",42083,"PA",18.95,51169
"1788","McKenzie, ND",38053,"ND",26.85,72258
"1789","McKinley, NM",35031,"NM",11.55,34939
"1790","McLean, IL",17113,"IL",44.58,58503
"1791","McLean, KY",21149,"KY",14.56,50679
"1792","McLean, ND",38055,"ND",21.09,76889
"1793","McLennan, TX",48309,"TX",25.02,49512
"1794","McLeod, MN",27085,"MN",17.3,56689
"1795","McMinn, TN",47107,"TN",16.98,43715
"1796","McMullen, TX",48311,"TX",14.78,110273
"1797","McNairy, TN",47109,"TN",13.07,38354
"1798","McPherson, KS",20113,"KS",28.83,57951
"1799","McPherson, NE",31117,"NE",23.75,63343
"1800","McPherson, SD",46089,"SD",23.48,65047
"1801","Meade, KS",20119,"KS",21.13,74713
"1802","Meade, KY",21163,"KY",18.36,46893
"1803","Meade, SD",46093,"SD",26.11,50972
"1804","Meagher, MT",30059,"MT",26.24,46835
"1805","Mecklenburg, NC",37119,"NC",45.83,71836
"1806","Mecklenburg, VA",51117,"VA",23.1,46019
"1807","Mecosta, MI",26107,"MI",22.92,44177
"1808","Medina, OH",39103,"OH",33.89,64371
"1809","Medina, TX",48325,"TX",20.29,50076
"1810","Meeker, MN",27093,"MN",18.18,53728
"1811","Meigs, OH",39105,"OH",12.13,43469
"1812","Meigs, TN",47121,"TN",10.23,39452
"1813","Mellette, SD",46095,"SD",13.24,43805
"1814","Menard, IL",17129,"IL",23.26,55848
"1815","Menard, TX",48327,"TX",26.71,47390
"1816","Mendocino, CA",6045,"CA",23.99,56047
"1817","Menifee, KY",21165,"KY",11.88,41028
"1818","Menominee, MI",26109,"MI",17.61,48873
"1819","Menominee, WI",55078,"WI",17.07,43212
"1820","Merced, CA",6047,"CA",14.09,46580
"1821","Mercer, IL",17131,"IL",17.96,57676
"1822","Mercer, KY",21167,"KY",18.68,43163
"1823","Mercer, MO",29129,"MO",19.18,37104
"1824","Mercer, ND",38057,"ND",20.93,65113
"1825","Mercer, NJ",34021,"NJ",43.53,77911
"1826","Mercer, OH",39107,"OH",19.36,59089
"1827","Mercer, PA",42085,"PA",22.71,49311
"1828","Mercer, WV",54055,"WV",20.11,44564
"1829","Meriwether, GA",13199,"GA",10.78,44305
"1830","Merrick, NE",31121,"NE",17.02,56823
"1831","Merrimack, NH",33013,"NH",35.78,68222
"1832","Mesa, CO",8077,"CO",27.4,52121
"1833","Metcalfe, KY",21169,"KY",13.11,38284
"1834","Miami-Dade, FL",12086,"FL",30.65,64849
"1835","Miami, IN",18103,"IN",13.74,40179
"1836","Miami, KS",20121,"KS",31.16,56719
"1837","Miami, OH",39109,"OH",22.62,54947
"1838","Middlesex, CT",9007,"CT",42.71,74453
"1839","Middlesex, MA",25017,"MA",57.06,98523
"1840","Middlesex, NJ",34023,"NJ",44.37,70221
"1841","Middlesex, VA",51119,"VA",26.86,59146
"1842","Midland, MI",26111,"MI",34.75,62055
"1843","Midland, TX",48329,"TX",27.44,126738
"1844","Mifflin, PA",42087,"PA",13.2,46768
"1845","Milam, TX",48331,"TX",15.12,45286
"1846","Millard, UT",49027,"UT",22.37,44281
"1847","Mille Lacs, MN",27095,"MN",15.98,50104
"1848","Miller, AR",5091,"AR",17.98,40319
"1849","Miller, GA",13201,"GA",18.63,50213
"1850","Miller, MO",29131,"MO",18.97,43510
"1851","Mills, IA",19129,"IA",26.02,66042
"1852","Mills, TX",48333,"TX",21.09,51712
"1853","Milwaukee, WI",55079,"WI",31.34,55927
"1854","Miner, SD",46097,"SD",20.1,65438
"1855","Mineral, CO",8079,"CO",54.14,70250
"1856","Mineral, MT",30061,"MT",21.95,45966
"1857","Mineral, NV",32021,"NV",14.57,48836
"1858","Mineral, WV",54057,"WV",17.6,48155
"1859","Mingo, WV",54059,"WV",10,37396
"1860","Minidoka, ID",16067,"ID",13.82,45273
"1861","Minnehaha, SD",46099,"SD",33.65,69693
"1862","Missaukee, MI",26113,"MI",15.77,43609
"1863","Mississippi, AR",5093,"AR",15.59,42273
"1864","Mississippi, MO",29133,"MO",12.46,39424
"1865","Missoula, MT",30063,"MT",44.23,61881
"1866","Mitchell, GA",13205,"GA",11.65,42397
"1867","Mitchell, IA",19131,"IA",22.14,63605
"1868","Mitchell, KS",20123,"KS",26.07,71245
"1869","Mitchell, NC",37121,"NC",22.09,43973
"1870","Mitchell, TX",48335,"TX",12.14,35417
"1871","Mobile, AL",1097,"AL",24.39,46418
"1872","Modoc, CA",6049,"CA",18.19,54301
"1873","Moffat, CO",8081,"CO",21.47,49227
"1874","Mohave, AZ",4015,"AZ",13.41,41331
"1875","Moniteau, MO",29135,"MO",18.97,46530
"1876","Monmouth, NJ",34025,"NJ",47.34,92119
"1877","Mono, CA",6051,"CA",32.07,64164
"1878","Monona, IA",19133,"IA",15.68,57720
"1879","Monongalia, WV",54061,"WV",43.66,52576
"1880","Monroe, AL",1099,"AL",13.55,42872
"1881","Monroe, AR",5095,"AR",12.6,41783
"1882","Monroe, FL",12087,"FL",35.27,109136
"1883","Monroe, GA",13207,"GA",26.6,52718
"1884","Monroe, IA",19135,"IA",19.91,52821
"1885","Monroe, IL",17133,"IL",36.56,65224
"1886","Monroe, IN",18105,"IN",45.29,52392
"1887","Monroe, KY",21171,"KY",13.44,44045
"1888","Monroe, MI",26115,"MI",21.05,53509
"1889","Monroe, MO",29137,"MO",13.84,47215
"1890","Monroe, MS",28095,"MS",16.32,44332
"1891","Monroe, NY",36055,"NY",39.22,60046
"1892","Monroe, OH",39111,"OH",12.05,43844
"1893","Monroe, PA",42089,"PA",25.82,53118
"1894","Monroe, TN",47123,"TN",15.34,42276
"1895","Monroe, WI",55081,"WI",21.33,49000
"1896","Monroe, WV",54063,"WV",15.5,41207
"1897","Montague, TX",48337,"TX",17.44,45716
"1898","Montcalm, MI",26117,"MI",14.51,40592
"1899","Monterey, CA",6053,"CA",26.25,63449
"1900","Montezuma, CO",8083,"CO",29.15,50960
"1901","Montgomery, AL",1101,"AL",33.72,50337
"1902","Montgomery, AR",5097,"AR",15.05,37039
"1903","Montgomery, GA",13209,"GA",16.47,37935
"1904","Montgomery, IA",19137,"IA",19.8,48436
"1905","Montgomery, IL",17135,"IL",18.11,43358
"1906","Montgomery, IN",18107,"IN",20.78,48866
"1907","Montgomery, KS",20125,"KS",20.19,43689
"1908","Montgomery, KY",21173,"KY",15.64,42710
"1909","Montgomery, MD",24031,"MD",59.25,92740
"1910","Montgomery, MO",29139,"MO",16.36,49923
"1911","Montgomery, MS",28097,"MS",18.9,41252
"1912","Montgomery, NC",37123,"NC",16.31,46916
"1913","Montgomery, NY",36057,"NY",18.66,48821
"1914","Montgomery, OH",39113,"OH",28.33,54822
"1915","Montgomery, PA",42091,"PA",49.64,88671
"1916","Montgomery, TN",47125,"TN",29.42,48104
"1917","Montgomery, TX",48339,"TX",34.91,68974
"1918","Montmorency, MI",26119,"MI",14.76,43331
"1919","Montour, PA",42093,"PA",32.98,64548
"1920","Montrose, CO",8085,"CO",24.56,50789
"1921","Moody, SD",46101,"SD",25.29,65719
"1922","Moore, NC",37125,"NC",38.72,60775
"1923","Moore, TN",47127,"TN",19.37,48015
"1924","Moore, TX",48341,"TX",14.24,56634
"1925","Mora, NM",35033,"NM",17.58,51939
"1926","Morgan, AL",1103,"AL",21.3,47479
"1927","Morgan, CO",8087,"CO",17.26,52069
"1928","Morgan, GA",13211,"GA",24.18,57857
"1929","Morgan, IL",17137,"IL",19.95,49678
"1930","Morgan, IN",18109,"IN",18.62,51539
"1931","Morgan, KY",21175,"KY",14.96,33208
"1932","Morgan, MO",29141,"MO",12.64,47637
"1933","Morgan, OH",39115,"OH",10.45,43249
"1934","Morgan, TN",47129,"TN",11.38,39005
"1935","Morgan, UT",49029,"UT",38.39,63256
"1936","Morgan, WV",54065,"WV",18.6,44779
"1937","Morrill, NE",31123,"NE",22.1,65524
"1938","Morris, KS",20127,"KS",26.45,52926
"1939","Morris, NJ",34027,"NJ",55.26,107767
"1940","Morris, TX",48343,"TX",14.12,47226
"1941","Morrison, MN",27097,"MN",17.29,50229
"1942","Morrow, OH",39117,"OH",14.72,49162
"1943","Morrow, OR",41049,"OR",9.08,51670
"1944","Morton, KS",20129,"KS",16.31,58423
"1945","Morton, ND",38059,"ND",27.32,58630
"1946","Motley, TX",48345,"TX",16.75,41754
"1947","Moultrie, IL",17139,"IL",20.52,76100
"1948","Mountrail, ND",38061,"ND",21.45,72419
"1949","Mower, MN",27099,"MN",22.56,55320
"1950","Muhlenberg, KY",21177,"KY",13.08,40634
"1951","Multnomah, OR",41051,"OR",46.52,70331
